Sample in Buffer,Sample in Window,TRIGGER,CPU/datapath/RegisterFile/output[4]_3[31:0],CPU/datapath/RegisterFile/output[0]_7[31:0],CPU/datapath/RegisterFile/output[6]_1[31:0],CPU/datapath/RegisterFile/output[7]_0[31:0],CPU/datapath/AdressI[31:0],CPU/datapath/RegisterFile/output[1]_6[31:0],CPU/datapath/RegisterFile/output[2]_5[31:0],CPU/datapath/RegisterFile/output[5]_2[31:0],CPU/datapath/RegisterFile/output[3]_4[31:0],CPU/datapath/PC_out[31:0],CPU/I_line[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
969,969,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
970,970,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
971,971,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
972,972,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
973,973,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
974,974,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
975,975,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
976,976,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
977,977,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
978,978,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
979,979,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
980,980,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
981,981,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
982,982,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
983,983,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
984,984,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
985,985,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
986,986,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
987,987,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
988,988,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
989,989,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
990,990,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
991,991,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
992,992,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
993,993,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
994,994,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
995,995,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
996,996,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
997,997,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
998,998,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
999,999,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
1000,1000,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
1001,1001,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
1002,1002,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
1003,1003,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
1004,1004,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
1005,1005,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
1006,1006,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
1007,1007,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
1008,1008,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
1009,1009,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
1010,1010,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
1011,1011,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
1012,1012,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
1013,1013,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
1014,1014,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
1015,1015,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
1016,1016,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
1017,1017,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
1018,1018,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
1019,1019,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
1020,1020,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
1021,1021,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
1022,1022,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
1023,1023,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
