Sample in Buffer,Sample in Window,TRIGGER,CPU/datapath/RegisterFile/output[4]_3[31:0],CPU/datapath/RegisterFile/output[0]_7[31:0],CPU/datapath/RegisterFile/output[6]_1[31:0],CPU/datapath/RegisterFile/output[7]_0[31:0],CPU/datapath/AdressI[31:0],CPU/datapath/RegisterFile/output[1]_6[31:0],CPU/datapath/RegisterFile/output[2]_5[31:0],CPU/datapath/RegisterFile/output[5]_2[31:0],CPU/datapath/RegisterFile/output[3]_4[31:0],CPU/datapath/PC_out[31:0],CPU/I_line[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
465,465,0,00000000,00000093,1800fdfc,000000da,000000dc,0000011c,0000007f,00000002,00000080,000000de,008a
466,466,0,00000000,00000093,1800fdfc,000000da,0000011c,0000011c,00000000,00000002,00000080,000000de,008a
467,467,0,00000000,00000093,1800fdfc,000000da,0000011c,0000011c,00000097,00000002,00000080,000000de,008a
468,468,0,00000000,00000093,1800fdfc,000000da,0000011c,0000011c,00000097,00000002,00000080,000000de,008a
469,469,0,00000000,00000093,1800fdfc,000000da,000000de,0000011c,00000097,00000002,00000080,000000e0,008a
470,470,0,00000000,00000093,1800fdfc,000000da,000000de,0000011c,00000097,00000002,00000080,000000e0,8702
471,471,0,00000000,00000093,1800fdfc,000000da,000000de,0000011c,00000097,00000002,00000080,000000e0,8702
472,472,0,00000000,00000093,1800fdfc,000000da,000000e0,0000011c,00000097,00000002,00000080,000000e2,8702
473,473,0,00000000,00000093,1800fdfc,000000da,000000e0,0000011c,00000097,00000002,00000080,000000e2,f98d
474,474,0,00000000,00000093,1800fdfc,000000da,000000e0,0000011c,00000097,00000002,00000080,000000e2,f98d
475,475,0,00000000,00000093,1800fdfc,000000da,000000e2,0000011c,00000097,00000002,00000080,000000e4,f98d
476,476,0,00000000,00000093,1800fdfc,000000da,000000e2,0000011c,00000097,00000002,00000080,000000e4,8602
477,477,0,00000000,00000093,1800fdfc,000000da,000000e2,0000011c,00000097,00000002,00000080,000000e4,8602
478,478,0,00000000,00000093,1800fdfc,000000da,000000e4,0000011c,00000097,00000002,00000080,000000e6,8602
479,479,0,00000000,00000093,1800fdfc,000000da,000000e4,0000011c,00000097,00000002,00000080,000000e6,f98b
480,480,0,00000000,00000093,1800fdfc,000000da,000000e4,0000011c,00000097,00000002,00000080,000000e6,f98b
481,481,0,00000000,00000093,1800fdfc,000000da,000000e6,0000011c,00000097,00000002,00000080,000000e8,f98b
482,482,0,00000000,00000093,1800fdfc,000000da,000000e6,0000011c,00000097,00000002,00000080,000000e8,a209
483,483,0,00000000,00000093,1800fdfc,000000da,000000e6,00000124,00000097,00000002,00000080,000000e8,a209
484,484,0,00000000,00000093,1800fdfc,000000da,000000e8,00000124,00000097,00000002,00000080,000000ea,a209
485,485,0,00000000,00000093,1800fdfc,000000da,000000e8,00000124,00000097,00000002,00000080,000000ea,f879
486,486,0,00000000,00000093,1800fdfc,000000da,000000e8,00000124,00000097,00000002,00000080,000000dc,f879
487,487,0,00000000,00000093,1800fdfc,000000da,000000dc,00000124,00000097,00000002,00000080,000000de,f879
488,488,0,00000000,00000093,1800fdfc,000000da,000000dc,00000124,00000097,00000002,00000080,000000de,008a
489,489,0,00000000,00000093,1800fdfc,000000da,00000124,00000124,00000000,00000002,00000080,000000de,008a
490,490,0,00000000,00000093,1800fdfc,000000da,00000124,00000124,00000093,00000002,00000080,000000de,008a
491,491,0,00000000,00000093,1800fdfc,000000da,00000124,00000124,00000093,00000002,00000080,000000de,008a
492,492,0,00000000,00000093,1800fdfc,000000da,000000de,00000124,00000093,00000002,00000080,000000e0,008a
493,493,0,00000000,00000093,1800fdfc,000000da,000000de,00000124,00000093,00000002,00000080,000000e0,8702
494,494,0,00000000,00000093,1800fdfc,000000da,000000de,00000124,00000093,00000002,00000080,000000e0,8702
495,495,0,00000000,00000093,1800fdfc,000000da,000000e0,00000124,00000093,00000002,00000080,000000e2,8702
496,496,0,00000000,00000093,1800fdfc,000000da,000000e0,00000124,00000093,00000002,00000080,000000e2,f98d
497,497,0,00000000,00000093,1800fdfc,000000da,000000e0,00000124,00000093,00000002,00000080,000000e2,f98d
498,498,0,00000000,00000093,1800fdfc,000000da,000000e2,00000124,00000093,00000002,00000080,000000e4,f98d
499,499,0,00000000,00000093,1800fdfc,000000da,000000e2,00000124,00000093,00000002,00000080,000000e4,8602
500,500,0,00000000,00000093,1800fdfc,000000da,000000e2,00000124,00000093,00000002,00000080,000000e4,8602
501,501,0,00000000,00000093,1800fdfc,000000da,000000e4,00000124,00000093,00000002,00000080,000000e6,8602
502,502,0,00000000,00000093,1800fdfc,000000da,000000e4,00000124,00000093,00000002,00000080,000000e6,f98b
503,503,0,00000000,00000093,1800fdfc,000000da,000000e4,00000124,00000093,00000002,00000080,000000fc,f98b
504,504,0,00000000,00000093,1800fdfc,000000da,000000fc,00000124,00000093,00000002,00000080,000000fe,f98b
505,505,0,00000000,00000093,1800fdfc,000000da,000000fc,00000124,00000093,00000002,00000080,000000fe,0189
506,506,0,00000000,00000093,1800fdfc,000000da,00000128,00000000,00000093,00000002,00000080,000000fe,0189
507,507,0,00000000,00000093,1800fdfc,000000da,00000128,000001e8,00000093,00000002,00000080,000000fe,0189
508,508,0,00000000,00000093,1800fdfc,000000da,00000128,000001e8,00000093,00000002,00000080,000000fe,0189
509,509,0,00000000,00000093,1800fdfc,000000da,000000fe,000001e8,00000093,00000002,00000080,00000100,0189
510,510,0,00000000,00000093,1800fdfc,000000da,000000fe,000001e8,00000093,00000002,00000080,00000100,e001
511,511,0,00000000,00000093,1800fdfc,00000100,000000fe,000001e8,00000093,00000002,00000080,000001e8,e001
512,512,1,00000000,00000093,1800fdfc,00000100,000001e8,000001e8,00000093,00000002,00000080,000001ea,e001
513,513,0,00000000,00000093,1800fdfc,00000100,000001e8,000001e8,00000093,00000002,00000080,000001ea,a736
514,514,0,00000000,00000093,1800fdf8,00000100,000001e8,000001e8,00000093,00000002,00000080,000001ea,a736
515,515,0,00000000,00000093,1800fdf8,00000100,000001ea,000001e8,00000093,00000002,00000080,000001ec,a736
516,516,0,00000000,00000093,1800fdf8,00000100,000001ea,000001e8,00000093,00000002,00000080,000001ec,40b7
517,517,0,00000000,00000093,1800fdf8,00000100,1800fdf8,000001e8,00000093,00000002,00000080,000001ec,40b7
518,518,0,00000000,00000093,1800fdf8,00000100,1800fdf8,000001e8,00000093,00000002,00000080,000001ec,40b7
519,519,0,00000000,00000093,1800fdf8,00000100,1800fdf8,000001e8,00000093,00000002,00000080,000001ec,40b7
520,520,0,00000000,00000093,1800fdf8,00000100,000001ec,000001e8,00000093,00000002,00000080,000001ee,40b7
521,521,0,00000000,00000093,1800fdf8,00000100,000001ec,000001e8,00000093,00000002,00000080,000001ee,02f9
522,522,0,00000000,00000093,1800fdf8,00000100,00000204,00000000,00000093,00000002,00000080,000001ee,02f9
523,523,0,00000000,00000093,1800fdf8,00000100,00000204,1800ff01,00000093,00000002,00000080,000001ee,02f9
524,524,0,00000000,00000093,1800fdf8,00000100,00000204,1800ff01,00000093,00000002,00000080,000001ee,02f9
525,525,0,00000000,00000093,1800fdf8,00000100,000001ee,1800ff01,00000093,00000002,00000080,000001f0,02f9
526,526,0,00000000,00000093,1800fdf8,00000100,000001ee,1800ff01,00000093,00000002,00000080,000001f0,0008
527,527,0,00000000,00000000,1800fdf8,00000100,1800ff01,1800ff01,00000093,00000002,00000080,000001f0,0008
528,528,0,00000000,0000000b,1800fdf8,00000100,1800ff01,1800ff01,00000093,00000002,00000080,000001f0,0008
529,529,0,00000000,0000000b,1800fdf8,00000100,1800ff01,1800ff01,00000093,00000002,00000080,000001f0,0008
530,530,0,00000000,0000000b,1800fdf8,00000100,000001f0,1800ff01,00000093,00000002,00000080,000001f2,0008
531,531,0,00000000,0000000b,1800fdf8,00000100,000001f0,1800ff01,00000093,00000002,00000080,000001f2,a7c0
532,532,0,00000000,0000000a,1800fdf8,00000100,000001f0,1800ff01,00000093,00000002,00000080,000001f2,a7c0
533,533,0,00000000,0000000a,1800fdf8,00000100,000001f2,1800ff01,00000093,00000002,00000080,000001f4,a7c0
534,534,0,00000000,0000000a,1800fdf8,00000100,000001f2,1800ff01,00000093,00000002,00000080,000001f4,fc84
535,535,0,00000000,0000000a,1800fdf8,00000100,000001f2,1800ff01,00000093,00000002,00000080,000001fc,fc84
536,536,0,00000000,0000000a,1800fdf8,00000100,000001fc,1800ff01,00000093,00000002,00000080,000001fe,fc84
537,537,0,00000000,0000000a,1800fdf8,00000100,000001fc,1800ff01,00000093,00000002,00000080,000001fe,c000
538,538,0,00000000,00000000,1800fdf8,00000100,000001fc,1800ff01,00000093,00000002,00000080,000001fe,c000
539,539,0,00000000,00000000,1800fdf8,00000100,000001fe,1800ff01,00000093,00000002,00000080,00000200,c000
540,540,0,00000000,00000000,1800fdf8,00000100,000001fe,1800ff01,00000093,00000002,00000080,00000200,00b7
541,541,0,00000000,00000000,1800fdf8,00000000,1800fdf8,1800ff01,00000093,00000002,00000080,00000200,00b7
542,542,0,00000000,00000000,1800fdf8,00000100,1800fdf8,1800ff01,00000093,00000002,00000080,00000200,00b7
543,543,0,00000000,00000000,1800fdf8,00000100,1800fdf8,1800ff01,00000093,00000002,00000080,00000200,00b7
544,544,0,00000000,00000000,1800fdf8,00000100,00000200,1800ff01,00000093,00000002,00000080,00000202,00b7
545,545,0,00000000,00000000,1800fdf8,00000100,00000200,1800ff01,00000093,00000002,00000080,00000202,a136
546,546,0,00000000,00000000,1800fdfc,00000100,00000200,1800ff01,00000093,00000002,00000080,00000202,a136
547,547,0,00000000,00000000,1800fdfc,00000100,00000202,1800ff01,00000093,00000002,00000080,00000204,a136
548,548,0,00000000,00000000,1800fdfc,00000100,00000202,1800ff01,00000093,00000002,00000080,00000204,e807
549,549,0,00000000,00000000,1800fdfc,00000100,00000202,1800ff01,00000093,00000002,00000080,00000100,e807
550,550,0,00000000,00000000,1800fdfc,00000100,00000100,1800ff01,00000093,00000002,00000080,00000102,e807
551,551,0,00000000,00000000,1800fdfc,00000100,00000100,1800ff01,00000093,00000002,00000080,00000102,f855
552,552,0,00000000,00000000,1800fdfc,00000100,00000100,1800ff01,00000093,00000002,00000080,000000ac,f855
553,553,0,00000000,00000000,1800fdfc,00000100,000000ac,1800ff01,00000093,00000002,00000080,000000ae,f855
554,554,0,00000000,00000000,1800fdfc,00000100,000000ac,1800ff01,00000093,00000002,00000080,000000ae,8700
555,555,0,00000000,00000000,1800fdfc,00000100,000000ac,1800ff01,00000093,00000002,00000080,000000ae,8700
556,556,0,00000000,00000000,1800fdfc,00000100,000000ae,1800ff01,00000093,00000002,00000080,000000b0,8700
557,557,0,00000000,00000000,1800fdfc,00000100,000000ae,1800ff01,00000093,00000002,00000080,000000b0,f98e
558,558,0,00000000,00000000,1800fdfc,00000100,000000ae,1800ff01,00000093,00000002,00000080,000000cc,f98e
559,559,0,00000000,00000000,1800fdfc,00000100,000000cc,1800ff01,00000093,00000002,00000080,000000ce,f98e
560,560,0,00000000,00000000,1800fdfc,00000100,000000cc,1800ff01,00000093,00000002,00000080,000000ce,03ff
561,561,0,00000000,00000000,1800fdfc,00000000,000000ec,1800ff01,00000093,00000002,00000080,000000ce,03ff
562,562,0,00000000,00000000,1800fdfc,0000038c,000000ec,1800ff01,00000093,00000002,00000080,000000ce,03ff
563,563,0,00000000,00000000,1800fdfc,0000038c,000000ec,1800ff01,00000093,00000002,00000080,000000ce,03ff
564,564,0,00000000,00000000,1800fdfc,0000038c,000000ce,1800ff01,00000093,00000002,00000080,000000d0,03ff
565,565,0,00000000,00000000,1800fdfc,0000038c,000000ce,1800ff01,00000093,00000002,00000080,000000d0,e007
566,566,0,00000000,00000000,1800fdfc,000000d0,000000ce,1800ff01,00000093,00000002,00000080,0000038c,e007
567,567,0,00000000,00000000,1800fdfc,000000d0,0000038c,1800ff01,00000093,00000002,00000080,0000038e,e007
568,568,0,00000000,00000000,1800fdfc,000000d0,0000038c,1800ff01,00000093,00000002,00000080,0000038e,03f9
569,569,0,00000000,00000000,1800fdfc,000000d0,000003ac,00000000,00000093,00000002,00000080,0000038e,03f9
570,570,0,00000000,00000000,1800fdfc,000000d0,000003ac,08000280,00000093,00000002,00000080,0000038e,03f9
571,571,0,00000000,00000000,1800fdfc,000000d0,000003ac,08000280,00000093,00000002,00000080,0000038e,03f9
572,572,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,03f9
573,573,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
574,574,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
575,575,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
576,576,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
577,577,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
578,578,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
579,579,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
580,580,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
581,581,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
582,582,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
583,583,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
584,584,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
585,585,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
586,586,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
587,587,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
588,588,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
589,589,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
590,590,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
591,591,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
592,592,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
593,593,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
594,594,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
595,595,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
596,596,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
597,597,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
598,598,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
599,599,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
600,600,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
601,601,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
602,602,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
603,603,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
604,604,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
605,605,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
606,606,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
607,607,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
608,608,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
609,609,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
610,610,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
611,611,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
612,612,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
613,613,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
614,614,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
615,615,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
616,616,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
617,617,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
618,618,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
619,619,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
620,620,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
621,621,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
622,622,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
623,623,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
624,624,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
625,625,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
626,626,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
627,627,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
628,628,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
629,629,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
630,630,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
631,631,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
632,632,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
633,633,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
634,634,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
635,635,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
636,636,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
637,637,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
638,638,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
639,639,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
640,640,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
641,641,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
642,642,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
643,643,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
644,644,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
645,645,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
646,646,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
647,647,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
648,648,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
649,649,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
650,650,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
651,651,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
652,652,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
653,653,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
654,654,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
655,655,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
656,656,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
657,657,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
658,658,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
659,659,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
660,660,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
661,661,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
662,662,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
663,663,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
664,664,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
665,665,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
666,666,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
667,667,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
668,668,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
669,669,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
670,670,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
671,671,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
672,672,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
673,673,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
674,674,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
675,675,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
676,676,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
677,677,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
678,678,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
679,679,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
680,680,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
681,681,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
682,682,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
683,683,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
684,684,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
685,685,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
686,686,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
687,687,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
688,688,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
689,689,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
690,690,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
691,691,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
692,692,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
693,693,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
694,694,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
695,695,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
696,696,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
697,697,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
698,698,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
699,699,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
700,700,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
701,701,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
702,702,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
703,703,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
704,704,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
705,705,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
706,706,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
707,707,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
708,708,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
709,709,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
710,710,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
711,711,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
712,712,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
713,713,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
714,714,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
